SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-01599388,Tree Emergency,SEC,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:42,9/2/2025 12:20,9/2/2025 12:20,718 N HARDING AVE,Chicago,Illinois,60624,718,N,HARDING,AVE,FALSE,FALSE,,,23,37,6,G021,1,11,1112,13,,11,3,9,1149850.6317925833,1904626.705,41.894217,-87.7251015,"(41.89421700094, -87.725101500002)"
SR25-01599383,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:41,9/4/2025 13:28,9/4/2025 13:28,1803 W BELMONT AVE,Chicago,Illinois,,1803,W,BELMONT,AVE,FALSE,FALSE,,,5,32,4,L015,3,19,1931,41,,11,3,9,1163663.809957965,1921279.873676273,41.9396345,-87.67389964,"(41.939634497006, -87.673899644287)"
SR25-01599381,Sanitation Code Violation,SCB,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:41,9/3/2025 11:58,,5540 S HYDE PARK BLVD,Chicago,Illinois,60637,5540,S,HYDE PARK,BLVD,FALSE,FALSE,,,41,5,12,U035,3,02,0235,35,,11,3,9,1188511.3584052268,1868425.0219426025,41.794038,-87.584274,"(41.79403800094, -87.584274000002)"
SR25-01599379,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Canceled,Phone Call,9/2/2025 11:41,9/3/2025 15:10,9/3/2025 15:10,9025 S BURLEY AVE,Chicago,Illinois,60617,9025,S,BURLEY,AVE,FALSE,FALSE,,,46,10,15,Y043,2,04,0424,1,,11,3,9,1199334.5654346927,1845599.2436680696,41.731137,-87.5453535,"(41.73113700094, -87.545353500002)"
SR25-01599377,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 11:40,9/2/2025 12:00,9/2/2025 11:41,4349 W 21ST ST,Chicago,Illinois,60623,4349,W,21ST,ST,FALSE,FALSE,,,29,24,6,F026,1,10,1012,29,,11,3,9,1147524.2515152683,1889657.988590742,41.853186,-87.7340295,"(41.85318600094, -87.734029500002)"
SR25-01599376,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:40,9/3/2025 12:55,9/3/2025 12:55,5322 S PULASKI RD,Chicago,Illinois,60632,5322,S,PULASKI,RD,FALSE,FALSE,,,62,23,10,F034,1,08,0815,26,,11,3,9,1150106.5325531878,1868840.1010860193,41.796009,-87.7250925,"(41.79600900094, -87.725092500002)"
SR25-01599374,Tree Planting Request,SED,,Streets and Sanitation,Open,Internet,9/2/2025 11:40,9/2/2025 11:40,,3758 N PAULINA ST,Chicago,Illinois,60613,3758,N,PAULINA,ST,FALSE,FALSE,,,6,47,4,L013,2,19,1922,43,,11,3,9,1164252.559590756,1925238.6007263702,41.950485,-87.6716235,"(41.950485000941, -87.671623500002)"
SR25-01599373,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Internet,9/2/2025 11:40,9/2/2025 11:40,,3943 N HERMITAGE AVE,Chicago,Illinois,60613,3943,N,HERMITAGE,AVE,FALSE,FALSE,,,6,47,4,L013,2,19,1922,25,,11,3,9,1164040.3270008762,1926407.8606416113,41.953698,-87.6723705,"(41.953698000941, -87.672370500002)"
SR25-01599371,Building Violation,BBA,311 City Services,DOB - Buildings,Open,Phone Call,9/2/2025 11:40,9/2/2025 11:40,,5540 S HYDE PARK BLVD,Chicago,Illinois,60637,5540,S,HYDE PARK,BLVD,FALSE,FALSE,,,41,5,12,U035,3,02,0235,35,,11,3,9,1188511.3584052268,1868425.0219426025,41.794038,-87.584274,"(41.79403800094, -87.584274000002)"
SR25-01599369,Tree Debris Clean-Up Request,SEL,,Streets and Sanitation,Open,Internet,9/2/2025 11:40,9/2/2025 11:40,,1920 S FEDERAL ST,Chicago,Illinois,60616,1920,S,FEDERAL,ST,FALSE,FALSE,,,33,3,7,P026,3,01,0131,3,,11,3,9,1175950.032,1890877.2702723502,41.85594,-87.629661,"(41.85594000094, -87.629661000002)"
SR25-01599368,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:40,9/2/2025 11:40,,5209 S BLACKSTONE AVE,Chicago,Illinois,60615,5209,S,BLACKSTONE,AVE,FALSE,FALSE,,,41,4,12,T034,3,02,0234,27,,11,3,9,1186882.613992453,1870867.452,41.800779,-87.590169,"(41.80077900094, -87.590169000002)"
SR25-01599366,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:40,9/2/2025 12:31,9/2/2025 11:40,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599365,Tree Planting Request,SED,,Streets and Sanitation,Open,Internet,9/2/2025 11:39,9/2/2025 11:40,,3744 N CENTRAL PARK AVE,Chicago,Illinois,60618,3744,N,CENTRAL PARK,AVE,FALSE,FALSE,,,16,30,3,G013,3,17,1732,1,,11,3,9,1151636.4260470886,1924862.5466037584,41.949711,-87.7180095,"(41.949711000941, -87.718009500002)"
SR25-01599362,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:39,9/2/2025 11:39,,8035 S STATE ST,Chicago,Illinois,60619,8035,S,STATE,ST,FALSE,FALSE,,,44,6,12,Q041,2,06,0623,41,,11,3,9,1177760.0438269784,1851593.9398296599,41.748102,-87.624207,"(41.74810200094, -87.624207000002)"
SR25-01599361,Graffiti Removal Request,GRAF,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 11:39,9/3/2025 10:15,9/3/2025 10:15,2101 S MAY ST,Chicago,Illinois,60608,2101,S,MAY,ST,FALSE,FALSE,,,31,25,7,N026,3,12,1235,23,,11,3,9,1169260.7307132548,1889823.0727644572,41.853195,-87.6542445,"(41.85319500094, -87.654244500002)"
SR25-01599359,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:39,9/3/2025 7:49,9/3/2025 7:49,5424 S PULASKI RD,Chicago,Illinois,60632,5424,S,PULASKI,RD,FALSE,FALSE,,,62,23,10,F034,1,08,0815,26,,11,3,9,1150543.0653461625,1868193.8127263703,41.794227,-87.7235085,"(41.79422700094, -87.723508500002)"
SR25-01599357,Fly Dumping Complaint,SDR,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:39,9/9/2025 14:16,,8035 S STATE ST,Chicago,Illinois,60619,8035,S,STATE,ST,FALSE,FALSE,,,44,6,12,Q041,2,06,0623,41,,11,3,9,1177760.0438269784,1851593.9398296599,41.748102,-87.624207,"(41.74810200094, -87.624207000002)"
SR25-01599356,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:39,9/9/2025 8:36,9/9/2025 8:36,3712 N AVERS AVE,Chicago,Illinois,,3712,N,AVERS,AVE,FALSE,FALSE,,,16,30,3,G013,3,17,1732,15,,11,3,9,1150039.309976047,1924528.1995286928,41.94882484,-87.72388908,"(41.948824840764, -87.723889080537)"
SR25-01599354,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Open,Phone Call,9/2/2025 11:39,9/2/2025 11:41,,2000 N DAMEN AVE,Chicago,Illinois,60647,2000,N,DAMEN,AVE,FALSE,FALSE,,,22,32,5,K017,3,14,1432,34,,11,3,9,1162661.278816664,1913369.8512700815,41.91795,-87.6778065,"(41.917950000941, -87.677806500002)"
SR25-01599353,Tree Planting Request,SED,,Streets and Sanitation,Open,Internet,9/2/2025 11:39,9/2/2025 11:39,,3532 W 107TH ST,Chicago,Illinois,60655,3532,W,107TH,ST,FALSE,FALSE,,,74,19,13,H047,1,22,2211,33,,11,3,9,1154533.6063926406,1833503.730344257,41.698953,-87.709797,"(41.69895300094, -87.709797000002)"
SR25-01599352,Blue Recycling Cart,SRRC,,Streets and Sanitation,Open,Internet,9/2/2025 11:39,9/2/2025 11:39,,1622 N MOODY AVE,Chicago,Illinois,60639,1622,N,MOODY,AVE,FALSE,FALSE,,,25,29,6,A018,1,25,2513,15,,11,3,9,1135088.026412022,1910266.2487043054,41.909967,-87.779187,"(41.909967000941, -87.779187000002)"
SR25-01599351,Buildings - Plumbing Violation,BBC,311 City Services,DOB - Buildings,Open,Phone Call,9/2/2025 11:39,9/2/2025 11:39,,5540 S HYDE PARK BLVD,Chicago,Illinois,60637,5540,S,HYDE PARK,BLVD,FALSE,FALSE,,,41,5,12,U035,3,02,0235,35,,11,3,9,1188511.3584052268,1868425.0219426025,41.794038,-87.584274,"(41.79403800094, -87.584274000002)"
SR25-01599350,Buildings - Plumbing Violation,BBC,311 City Services,DOB - Buildings,Open,Phone Call,9/2/2025 11:38,9/2/2025 11:38,,8106 S LANGLEY AVE,Chicago,Illinois,60619,8106,S,LANGLEY,AVE,FALSE,FALSE,,,44,6,12,R041,3,06,0631,34,,11,3,9,1182225.0130299928,1851335.9844950992,41.747292,-87.607854,"(41.74729200094, -87.607854000002)"
SR25-01599348,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:38,9/2/2025 11:38,,9416 S CHARLES ST,Chicago,Illinois,60643,9416,S,CHARLES,ST,FALSE,FALSE,,,72,19,13,L044,2,22,2221,13,,11,3,9,1166675.089905594,1842171.1580138197,41.722488,-87.665094,"(41.72248800094, -87.665094000002)"
SR25-01599344,Recycling Pick Up,SRRP,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 11:38,9/2/2025 14:11,9/2/2025 14:11,2838 N BURLING ST,,,,2838,N,BURLING,ST,FALSE,FALSE,,,6,44,4,O015,3,19,1934,18,,11,3,9,1170701.6920730956,1919254.386840564,41.933925,-87.648093,"(41.933925000941, -87.648093000002)"
SR25-01599342,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Mobile Device,9/2/2025 11:38,9/2/2025 11:38,,2817 S UNION AVE,,,,2817,S,UNION,AVE,FALSE,FALSE,,,60,11,9,O028,1,09,0914,15,,11,3,9,1172187.4986630927,1886136.9655453672,41.843016,-87.643611,"(41.84301600094, -87.643611000002)"
SR25-01599341,Sewer Cleaning Inspection Request,CHECKFOR,Alderman,DWM - Department of Water Management,Open,Alderman's Office,9/2/2025 11:38,9/2/2025 12:13,,7901 S BURNHAM AVE,Chicago,Illinois,60617,7901,S,BURNHAM,AVE,FALSE,FALSE,,,46,7,12,X041,2,04,0422,17,,11,3,9,1196234.2370910242,1853107.1236003698,41.75181655,-87.55646258,"(41.751816549411, -87.556462584673)"
SR25-01599338,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:37,9/3/2025 12:51,9/3/2025 12:51,3959 W 55TH ST,Chicago,Illinois,60632,3959,W,55TH,ST,FALSE,FALSE,,,62,23,10,G035,2,08,0822,3,,11,3,9,1150660.953426011,1867804.1012231025,41.79315528,-87.72308635,"(41.793155277799, -87.723086348153)"
SR25-01599337,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:37,9/2/2025 11:37,,3258 N RIDGEWAY AVE,Chicago,Illinois,60618,3258,N,RIDGEWAY,AVE,FALSE,FALSE,,,21,30,3,G014,3,17,1732,22,,11,3,9,1150741.323448171,1921635.3838198574,41.940873,-87.7213845,"(41.940873000941, -87.721384500002)"
SR25-01599336,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:37,9/2/2025 12:32,9/2/2025 11:37,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599330,No Building Permit and Construction Violation,BBD,Alderman,DOB - Buildings,Open,Alderman's Office,9/2/2025 11:36,9/2/2025 11:36,,2427 N MARMORA AVE,Chicago,Illinois,60639,2427,N,MARMORA,AVE,FALSE,FALSE,,,19,30,3,B016,1,25,2515,11,,11,3,9,1136718.7346104556,1915655.6202531508,41.924727,-87.773067,"(41.924727000941, -87.773067000002)"
SR25-01599328,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Streets and Sanitation,Open,Phone Call,9/2/2025 11:36,9/2/2025 11:36,,1940 N HAMLIN AVE,Chicago,Illinois,60647,1940,N,HAMLIN,AVE,FALSE,FALSE,,,22,26,6,G018,3,25,2535,23,,11,3,9,1150710.3150936728,1912805.2889957726,41.91664307,-87.72172996,"(41.916643066555, -87.721729963608)"
SR25-01599325,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:36,9/3/2025 12:54,9/3/2025 12:54,3953 W 55TH ST,Chicago,Illinois,60632,3953,W,55TH,ST,FALSE,FALSE,,,62,23,10,G035,2,08,0822,3,,11,3,9,1150724.117202309,1867806.8919046943,41.79316171,-87.72285466,"(41.793161705242, -87.722854657494)"
SR25-01599324,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:36,9/2/2025 12:12,9/2/2025 12:12,12156 S PRINCETON AVE,Chicago,Illinois,60628,12156,S,PRINCETON,AVE,FALSE,FALSE,,,53,9,14,P051,2,05,0523,50,,11,3,9,1176392.9659124643,1824108.5339868471,41.672709,-87.630039,"(41.67270900094, -87.630039000002)"
SR25-01599323,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:35,9/2/2025 12:31,9/2/2025 11:36,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599321,Nuisance Animal Complaint,EAB,,Animal Care and Control,Open,Mobile Device,9/2/2025 11:35,9/2/2025 11:35,,2931 W 47TH ST,,,,2931,W,47TH,ST,FALSE,FALSE,,,58,14,8,I033,2,09,0922,25,,11,3,9,1157516.0015465084,1873326.6816894899,41.80817371,-87.69779963,"(41.808173705242, -87.697799632256)"
SR25-01599320,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:35,9/2/2025 11:35,,1735 N PAULINA ST,Chicago,Illinois,60622,1735,N,PAULINA,ST,FALSE,FALSE,,,24,32,5,L018,3,14,1433,33,,11,3,9,1164840.0591175356,1911648.3099181384,41.91318,-87.6698505,"(41.913180000941, -87.669850500002)"
SR25-01599318,Dead Animal Pick-Up Request,SGQ,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:35,9/3/2025 9:38,9/3/2025 9:38,8116 S HERMITAGE AVE,Chicago,Illinois,60620,8116,S,HERMITAGE,AVE,FALSE,FALSE,,,71,17,11,L041,1,06,0614,15,,11,3,9,1166012.6119407825,1850781.8062184588,41.746131,-87.6672765,"(41.74613100094, -87.667276500002)"
SR25-01599315,Blue Recycling Cart,SRRC,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:35,9/2/2025 11:35,,3818 N ALBANY AVE,Chicago,Illinois,60618,3818,N,ALBANY,AVE,FALSE,FALSE,,,16,33,4,I013,3,17,1733,6,,11,3,9,1154961.6349430657,1925322.870282835,41.950908,-87.705774,"(41.950908000941, -87.705774000002)"
SR25-01599313,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 11:35,9/2/2025 11:35,,1846 N DAMEN AVE,,,,1846,N,DAMEN,AVE,FALSE,FALSE,,,22,32,5,K018,3,14,1434,4,,11,3,9,1162662.7253533474,1912379.362393046,41.915232,-87.677829,"(41.915232000941, -87.677829000002)"
SR25-01599312,Rodent Baiting/Rat Complaint,SGA,Alderman,Streets and Sanitation,Open,Phone Call,9/2/2025 11:35,9/2/2025 11:35,,7139 S HARDING AVE,Chicago,Illinois,60629,7139,S,HARDING,AVE,FALSE,FALSE,,,65,23,10,G039,3,08,0833,41,,11,3,9,1151345.7435203649,1856805.8606734637,41.762961,-87.7208625,"(41.76296100094, -87.720862500002)"
SR25-01599311,Water in Basement Complaint,AAF,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,9/2/2025 11:35,9/2/2025 11:41,9/2/2025 11:41,3853 W 61ST PL,Chicago,Illinois,60629,3853,W,61ST,PL,FALSE,FALSE,,,65,23,10,G036,2,08,0823,32,,11,3,9,1151522.9143440188,1863468.1761281837,41.78124,-87.720039,"(41.78124000094, -87.720039000002)"
SR25-01599310,Sidewalk Inspection Request,PBS,,CDOT - Department of Transportation,Open,Mobile Device,9/2/2025 11:34,9/2/2025 11:34,,88 W SCHILLER ST,,,,88,W,SCHILLER,ST,FALSE,FALSE,,,8,2,5,P019,2,18,1824,30,,11,3,9,1175383.876104018,1909875.8726219675,41.908086,-87.6311685,"(41.908086000941, -87.631168500002)"
SR25-01599309,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 11:34,9/2/2025 12:33,9/2/2025 12:33,3635 W 60TH PL,Chicago,Illinois,60629,3635,W,60TH,PL,FALSE,FALSE,,,65,23,10,G036,2,08,0823,7,,11,3,9,1153005.4779446525,1864170.8137939682,41.783139,-87.714585,"(41.78313900094, -87.714585000002)"
SR25-01599308,Tree Emergency,SEC,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:34,9/3/2025 12:25,9/3/2025 12:25,3626 N PLAINFIELD AVE,Chicago,Illinois,60634,3626,N,PLAINFIELD,AVE,FALSE,FALSE,,,17,38,3,V113,3,16,1631,20,,11,3,9,1120007.4239367805,1923190.8879483822,41.945688,-87.834312,"(41.945688000941, -87.834312000002)"
SR25-01599307,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 11:34,9/2/2025 13:11,9/2/2025 13:11,1044 W HARRISON ST,Chicago,Illinois,,1044,W,HARRISON,ST,FALSE,FALSE,,,28,34,7,N024,3,12,1232,3,,11,3,9,1169861.1361459643,1897546.7974548587,41.87437647,-87.65181578,"(41.874376465841, -87.651815776572)"
SR25-01599306,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 11:34,9/2/2025 12:10,9/2/2025 12:10,2236 W 71ST ST,Chicago,Illinois,60636,2236,W,71ST,ST,FALSE,FALSE,,,66,17,11,K038,3,08,0832,36,,11,3,9,1162491.3891338266,1857612.6820826468,41.76495,-87.679989,"(41.76495000094, -87.679989000002)"
SR25-01599305,Building Violation,BBA,,DOB - Buildings,Open,Internet,9/2/2025 11:34,9/2/2025 12:00,,7255 S PRINCETON AVE,Chicago,Illinois,60621,7255,S,PRINCETON,AVE,FALSE,FALSE,,,69,6,12,P039,3,07,0731,10,,11,3,9,1175622.5972112317,1856640.3395408543,41.761998,-87.6318885,"(41.76199800094, -87.631888500002)"
SR25-01599304,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Mobile Device,9/2/2025 11:34,9/2/2025 12:20,9/2/2025 12:20,1014 N DRAKE AVE,,,,1014,N,DRAKE,AVE,FALSE,FALSE,,,23,27,5,H020,2,11,1121,29,,11,3,9,1152447.2442082127,1906626.2351127495,41.899653,-87.715512,"(41.899653000941, -87.715512000002)"
SR25-01599302,Bee/Wasp Removal,SGG,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 11:34,9/2/2025 11:34,,2058 S WOLCOTT AVE,Chicago,Illinois,60614,2058,S,WOLCOTT,AVE,FALSE,FALSE,,,22,32,5,L017,3,14,1432,34,,11,3,9,1163311.035670977,1913929.113743141,41.919471,-87.6754035,"(41.919471000941, -87.675403500002)"
SR25-01599300,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:33,9/3/2025 12:35,9/3/2025 12:35,4258 W 55TH ST,Chicago,Illinois,60632,4258,W,55TH,ST,FALSE,FALSE,,,62,23,10,F034,1,08,0815,6,,11,3,9,1148654.8166102248,1867807.8096394227,41.7932043,-87.73044265,"(41.793204296639, -87.730442650348)"
SR25-01599298,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 11:33,9/2/2025 11:33,,4522 S KNOX AVE,Chicago,Illinois,60632,4522,S,KNOX,AVE,FALSE,FALSE,,,56,22,8,E032,1,08,0815,12,,11,3,9,1146046.193597082,1874141.2321243754,41.810634,-87.739848,"(41.81063400094, -87.739848000002)"
SR25-01599297,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Mobile Device,9/2/2025 11:33,9/2/2025 11:41,9/2/2025 11:41,3247W W 61ST PL,,,,3247W,W,61ST,PL,FALSE,FALSE,,,66,14,10,H036,2,08,0823,17,,11,3,9,1155597.8394639709,1863639.603495216,41.7816297,-87.70509469,"(41.781629697634, -87.705094693501)"
SR25-01599296,Yard Waste Pick-Up Request,SCQ,,Streets and Sanitation,Open,Internet,9/2/2025 11:33,9/2/2025 12:00,,739 W 117TH PL,Chicago,Illinois,60628,739,W,117TH,PL,FALSE,FALSE,,,53,21,14,O050,2,05,0524,15,,11,3,9,1173305.0371834063,1826946.7019155277,41.680566,-87.6412575,"(41.68056600094, -87.641257500002)"
SR25-01599295,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:33,9/2/2025 11:33,,8223 S HOYNE AVE,Chicago,Illinois,60620,8223,S,HOYNE,AVE,FALSE,FALSE,,,71,18,11,K041,1,06,0614,19,,11,3,9,1163837.5136479381,1850004.2470550183,41.74404319,-87.67526835,"(41.744043187553, -87.675268351436)"
SR25-01599294,Dead Animal Pick-Up Request,SGQ,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:33,9/3/2025 9:04,9/3/2025 9:04,9300 S COMMERCIAL AVE,Chicago,Illinois,60617,9300,S,COMMERCIAL,AVE,FALSE,FALSE,,,48,10,15,X044,2,04,0423,34,,11,3,9,1197741.7884346913,1843802.3763475097,41.72624611,-87.55124809,"(41.726246113956, -87.551248094777)"
SR25-01599292,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:33,9/2/2025 11:41,9/2/2025 11:41,7056 S ABERDEEN ST,Chicago,Illinois,60621,7056,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,11,N038,3,07,0733,23,,11,3,9,1170138.7094016843,1857796.6440395077,41.765292,-87.651954,"(41.76529200094, -87.651954000002)"
SR25-01599290,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:33,9/2/2025 11:41,9/2/2025 11:41,6210 S BISHOP ST,Chicago,Illinois,60636,6210,S,BISHOP,ST,FALSE,FALSE,,,67,16,11,M036,1,07,0713,34,,11,3,9,1167659.6580773697,1863483.8673028369,41.780952,-87.6608775,"(41.78095200094, -87.660877500002)"
SR25-01599288,Alley Pothole Complaint,PHB,Alderman,CDOT - Department of Transportation,Open,Alderman's Office,9/2/2025 11:32,9/2/2025 11:32,,4536 N MERRIMAC AVE,Chicago,Illinois,60630,4536,N,MERRIMAC,AVE,FALSE,FALSE,,,15,38,1,A011,2,16,1622,18,,11,3,9,1133779.2387862096,1929644.4241748552,41.963166,-87.7835385,"(41.963166000941, -87.783538500002)"
SR25-01599286,Check for Leak,WM3,311 City Services,DWM - Department of Water Management,Open,Phone Call,9/2/2025 11:32,9/2/2025 17:52,,2245 W ERIE ST,Chicago,Illinois,60612,2245,W,ERIE,ST,FALSE,FALSE,,,24,36,5,K021,2,12,1221,28,,11,3,9,1161145.6986990806,1904217.5383255167,41.892867,-87.6836295,"(41.89286700094, -87.683629500002)"
SR25-01599285,Rodent Baiting/Rat Complaint,SGA,Alderman,Streets and Sanitation,Open,Phone Call,9/2/2025 11:32,9/2/2025 11:32,,7139 S HARDING AVE,Chicago,Illinois,60629,7139,S,HARDING,AVE,FALSE,FALSE,,,65,23,10,G039,3,08,0833,41,,11,3,9,1151345.7435203649,1856805.8606734637,41.762961,-87.7208625,"(41.76296100094, -87.720862500002)"
SR25-01599284,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:32,9/3/2025 7:42,9/3/2025 7:42,5175 S ARCHER AVE,Chicago,Illinois,60632,5175,S,ARCHER,AVE,FALSE,FALSE,,,57,23,10,E034,1,08,0815,25,,11,3,9,1147833.779070409,1870263.9179466146,41.79996,-87.7333905,"(41.79996000094, -87.733390500002)"
SR25-01599283,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:31,9/2/2025 12:31,9/2/2025 11:31,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599282,Alley Pothole Complaint,PHB,Alderman,CDOT - Department of Transportation,Open,Alderman's Office,9/2/2025 11:31,9/2/2025 11:31,,3410 N OVERHILL AVE,Chicago,Illinois,60634,3410,N,OVERHILL,AVE,FALSE,FALSE,,,17,38,3,W114,3,16,1631,9,,11,3,9,1124082.8750539266,1921771.8878591491,41.941728,-87.819363,"(41.941728000941, -87.819363000002)"
SR25-01599281,Garbage Cart Maintenance,SIE,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 11:31,9/2/2025 11:31,,11735 S LONGWOOD DR,Chicago,Illinois,60643,11735,S,LONGWOOD,DR,FALSE,FALSE,,,75,19,13,K050,1,22,2212,49,,11,3,9,1164242.1142660303,1826655.9100248897,41.679963,-87.6744405,"(41.67996300094, -87.674440500002)"
SR25-01599278,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:31,9/2/2025 12:31,9/2/2025 11:31,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599276,Fly Dumping Complaint,SDR,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:31,9/2/2025 14:05,9/2/2025 14:05,4316 N KEYSTONE AVE,Chicago,Illinois,60641,4316,N,KEYSTONE,AVE,FALSE,FALSE,,,16,39,3,F012,2,17,1722,25,,11,3,9,1148426.8302210732,1928480.2918970736,41.959701,-87.729714,"(41.959701000941, -87.729714000002)"
